Vacancy,Vacancy_Description,Industry,Company,Salary,Experience,Education,Location,Working_schedule,Working_conditions,Date
Инспектор по кадрам,-,Рынок труда Инспектирование,"Республиканское государственное учреждение «Государственный лесной природный резерват «Ертіс орманы» Комитета лесного хозяйства и животного мира Министерства экологии, геологии и природных ресурсов Республики Казахстан ».",от 75 000 тг.,1 год стажа,высшее,г. НУР-СУЛТАН / район Есиль,полный рабочий день,нормальные,12/2/2020
Инженер-технолог (общий профиль),-,"Промышленность, производство Промышленность, производство","НЕКОММЕРЧЕСКОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УНИВЕРСИТЕТ КИМЭП""",от 60 000 тг.,2 года стажа,послевузовское,г. НУР-СУЛТАН / район Есиль,полный рабочий день,нормальные,12/2/2020
Учитель начальных классов,-,"Образование, наука Образование, наука","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""KAZ PROJECT OPERATING""",от 45 000 тг.,Без опыта работы,высшее,ПАВЛОДАРСКАЯ ОБЛАСТЬ / г. Павлодар,полный рабочий день,нормальные,12/2/2020
Учитель начальных классов,-,"Образование, наука Образование, наука","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""KAZ PROJECT OPERATING""",от 45 000 тг.,Без опыта работы,высшее,ПАВЛОДАРСКАЯ ОБЛАСТЬ / г. Павлодар,полный рабочий день,нормальные,12/2/2020
Статистик-аналитик,Бағдарламашы,"Образование, наука Математика","Коммунальное государственное учреждение ""Аппарат акима сельского округа Аксу"" акимата Жалагашского района",от 75 000 тг.,Без опыта работы,высшее,КАРАГАНДИНСКАЯ ОБЛАСТЬ / Каркаралинский район,полный рабочий день,нормальные,12/2/2020
Статистик-аналитик,"Главный специалист, Департамент Корпоративного Банкинга","Образование, наука Математика","Товарищество с ограниченной ответственностью ""Микрофинансовая организация ""KMF (КМФ)""",от 75 000 тг.,Без опыта работы,высшее,"г. Нур-Султан, проспект Мәңгілік Ел, 8, 3 подъезд",полный рабочий день,нормальные,12/2/2020
Статистик-аналитик,"инспектор досудебного взыскания, инспектор по розыску","Образование, наука Математика","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""СТЕПНОГОРСКАЯ ТЭЦ""",от 75 000 тг.,Без опыта работы,высшее,"г. НУР-СУЛТАН / район ""Байқоңыр""",полный рабочий день,нормальные,12/2/2020
Статистик-аналитик,Бағдарламашы,"Образование, наука Математика","Коммунальное государственное учреждение ""Аппарат акима сельского округа Аксу"" акимата Жалагашского района",от 75 000 тг.,Без опыта работы,высшее,г. АЛМАТЫ / г. Алматы,полный рабочий день,нормальные,12/2/2020
Статистик-аналитик,Бағдарламашы,"Образование, наука Математика","Коммунальное государственное учреждение ""Аппарат акима сельского округа Аксу"" акимата Жалагашского района",от 75 000 тг.,Без опыта работы,высшее,г. НУР-СУЛТАН / район Есиль,полный рабочий день,нормальные,12/2/2020
Врач-психиатр,врач общей практики,"Медицина, фармацевтика Психология","Коммунальное государственное предприятие ""Центральная районная больница Нуринского района"" управления здравоохранения Карагандинской области",от 100 000 тг.,Без опыта работы,высшее,АТЫРАУСКАЯ ОБЛАСТЬ / г. Атырау,полный рабочий день,нормальные,12/2/2020
Фармацевт (провизор),-,"Медицина, фармацевтика Провизорство","Государственное коммунальное казенное предприятие ""Ясли-сад № 4 акимата города Костаная отдела образования акимата города Костаная""",от 150 000 тг.,4 года стажа,высшее,"г. Нур-Султан, проспект Мәңгілік Ел, 8, 3 подъезд",полный рабочий день,нормальные,12/2/2020
Фармацевт (провизор),Главный кредитный менеджер,"Медицина, фармацевтика Провизорство",Кадровое агентство Тау,от 150 000 тг.,4 года стажа,высшее,г. НУР-СУЛТАН / район Есиль,полный рабочий день,нормальные,12/2/2020
Фармацевт (провизор),Ведущий инженер связи,"Медицина, фармацевтика Провизорство","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЗАХСТАНСКАЯ АВИАЦИОННАЯ ИНДУСТРИЯ""",от 150 000 тг.,4 года стажа,высшее,"г. Нур-Султан, проспект Мәңгілік Ел, 8, 3 подъезд",полный рабочий день,нормальные,12/2/2020
Фармацевт (провизор),-,"Медицина, фармацевтика Провизорство","Государственное коммунальное казенное предприятие ""Ясли-сад № 4 акимата города Костаная отдела образования акимата города Костаная""",от 150 000 тг.,4 года стажа,высшее,"г. Нур-Султан, проспект Мәңгілік Ел, 8, 3 подъезд",полный рабочий день,нормальные,12/2/2020
Фармацевт (провизор),Главный кредитный менеджер,"Медицина, фармацевтика Провизорство",Кадровое агентство Тау,от 150 000 тг.,4 года стажа,высшее,г. НУР-СУЛТАН / район Есиль,полный рабочий день,нормальные,12/2/2020
Фармацевт (провизор),Ведущий инженер связи,"Медицина, фармацевтика Провизорство","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЗАХСТАНСКАЯ АВИАЦИОННАЯ ИНДУСТРИЯ""",от 150 000 тг.,4 года стажа,высшее,"г. Нур-Султан, проспект Мәңгілік Ел, 8, 3 подъезд",полный рабочий день,нормальные,12/2/2020
Врач общей практики,Авиационный медицинский эксперт Авиационного медицинского центра.,"Медицина, фармацевтика Медицина, фармацевтика","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""РУДНЕНСКАЯ ГОРОДСКАЯ МНОГОПРОФИЛЬНАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АКИМАТА КОСТАНАЙСКОЙ ОБЛАСТИ",от 100 000 тг.,Без опыта работы,высшее,КОСТАНАЙСКАЯ ОБЛАСТЬ / г. Рудный,полный рабочий день,нормальные,12/2/2020
Аналитик по закупкам,Статист,"Логистика, таможня, склад Снабжение","Государственное коммунальное предприятие на праве хозяйственного ведения ""Бурабай Су Арнасы"" при отделе жилищно-коммунального хозяйства и жилищной инспекции Бурабайского района",от 90 000 тг.,3 года стажа,высшее,г. НУР-СУЛТАН / район Есиль,полный рабочий день,нормальные,12/2/2020
Аналитик по закупкам,супервайзер по маркетингу,"Логистика, таможня, склад Снабжение","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА КОСТЮБЕ ОТДЕЛА ОБРАЗОВАНИЯ АКИМАТА БАЙЗАКСКОГО РАЙОНА""",от 90 000 тг.,3 года стажа,высшее,МАНГИСТАУСКАЯ ОБЛАСТЬ / г. Актау,полный рабочий день,нормальные,12/2/2020
Аналитик по закупкам,Выдача кредитов,"Логистика, таможня, склад Снабжение","КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА КОСТЮБЕ ОТДЕЛА ОБРАЗОВАНИЯ АКИМАТА БАЙЗАКСКОГО РАЙОНА""",от 90 000 тг.,3 года стажа,высшее,г. НУР-СУЛТАН / г. Нур-Султан,полный рабочий день,нормальные,12/2/2020
Аналитик по закупкам,Статист,"Логистика, таможня, склад Снабжение","Государственное коммунальное предприятие на праве хозяйственного ведения ""Бурабай Су Арнасы"" при отделе жилищно-коммунального хозяйства и жилищной инспекции Бурабайского района",от 90 000 тг.,3 года стажа,высшее,г. НУР-СУЛТАН / г. Нур-Султан,полный рабочий день,нормальные,12/2/2020
Аналитик по закупкам,Статист,"Логистика, таможня, склад Снабжение","Государственное коммунальное предприятие на праве хозяйственного ведения ""Бурабай Су Арнасы"" при отделе жилищно-коммунального хозяйства и жилищной инспекции Бурабайского района",от 90 000 тг.,3 года стажа,высшее,г. АЛМАТЫ / г. Алматы,полный рабочий день,нормальные,12/2/2020
Машинист сцены,врач-эксперт,"Игорный, модельный и шоу-бизнес Театр","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕРРОНОРДИК КАЗАХСТАН""",от 42 500 тг.,Без опыта работы,общее среднее (с 1 по 11/12 классы),АКМОЛИНСКАЯ ОБЛАСТЬ / г. Степногорск,полный рабочий день,нормальные,12/2/2020
Машинист сцены,врач-эксперт,"Игорный, модельный и шоу-бизнес Театр","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФЕРРОНОРДИК КАЗАХСТАН""",от 42 500 тг.,Без опыта работы,общее среднее (с 1 по 11/12 классы),АКМОЛИНСКАЯ ОБЛАСТЬ / г. Степногорск,полный рабочий день,нормальные,12/2/2020
"Дежурный зала игральных автоматов, аттракционов и тиров",Эксперт Направления по управлению данными,"Игорный, модельный и шоу-бизнес Игровые клубы","Государственное коммунальное казенное предприятие ""Жастар театры"" акимата города Нур-Султан",от 53 923 тг.,Без опыта работы,техническое и профессиональное,г. АЛМАТЫ / Медеуский район,полный рабочий день,нормальные,12/2/2020
Кредитный аналитик,Логист аналитик,"Банки, инвестиции, лизинг Кредитование","Филиал Республиканского государственного казенного предприятия ""Центр судебных экспертиз Министерства юстиции Республики Казахстан"" Актюбинский межрегиональный центр судебных экспертиз (Актюбинская, Атырауская, Западно-Казахстанская и Мангистауская области)",от 60 000 тг.,Без опыта работы,высшее,В-КАЗАХСТАНСКАЯ ОБЛАСТЬ / Глубоковский район,полный рабочий день,нормальные,12/2/2020
Кредитный аналитик,Логист аналитик,"Банки, инвестиции, лизинг Кредитование","Филиал Республиканского государственного казенного предприятия ""Центр судебных экспертиз Министерства юстиции Республики Казахстан"" Актюбинский межрегиональный центр судебных экспертиз (Актюбинская, Атырауская, Западно-Казахстанская и Мангистауская области)",от 60 000 тг.,Без опыта работы,высшее,В-КАЗАХСТАНСКАЯ ОБЛАСТЬ / Глубоковский район,полный рабочий день,нормальные,12/2/2020
Кредитный аналитик,Логист аналитик,"Банки, инвестиции, лизинг Кредитование","Филиал Республиканского государственного казенного предприятия ""Центр судебных экспертиз Министерства юстиции Республики Казахстан"" Актюбинский межрегиональный центр судебных экспертиз (Актюбинская, Атырауская, Западно-Казахстанская и Мангистауская области)",от 60 000 тг.,Без опыта работы,высшее,В-КАЗАХСТАНСКАЯ ОБЛАСТЬ / Глубоковский район,полный рабочий день,нормальные,12/2/2020
Кредитный аналитик,Логист аналитик,"Банки, инвестиции, лизинг Кредитование","Филиал Республиканского государственного казенного предприятия ""Центр судебных экспертиз Министерства юстиции Республики Казахстан"" Актюбинский межрегиональный центр судебных экспертиз (Актюбинская, Атырауская, Западно-Казахстанская и Мангистауская области)",от 60 000 тг.,Без опыта работы,высшее,В-КАЗАХСТАНСКАЯ ОБЛАСТЬ / Глубоковский район,полный рабочий день,нормальные,12/2/2020
Кредитный аналитик,Отдел планирования и анализа,"Банки, инвестиции, лизинг Кредитование",Nur-Sulu,от 60 000 тг.,Без опыта работы,послесреднее,г. ШЫМКЕНТ / Аль-Фарабийский район,полный рабочий день,нормальные,12/2/2020
Кредитный аналитик,Отдел планирования и анализа,"Банки, инвестиции, лизинг Кредитование",Nur-Sulu,от 60 000 тг.,Без опыта работы,послесреднее,г. ШЫМКЕНТ / Аль-Фарабийский район,полный рабочий день,нормальные,12/2/2020
Кредитный аналитик,Отдел планирования и анализа,"Банки, инвестиции, лизинг Кредитование",Nur-Sulu,от 60 000 тг.,Без опыта работы,послесреднее,г. ШЫМКЕНТ / Аль-Фарабийский район,полный рабочий день,нормальные,12/2/2020
Кредитный аналитик,Отдел планирования и анализа,"Банки, инвестиции, лизинг Кредитование",Nur-Sulu,от 60 000 тг.,Без опыта работы,послесреднее,г. ШЫМКЕНТ / Аль-Фарабийский район,полный рабочий день,нормальные,12/2/2020
Кредитный администратор,"менеджер, старший,ведущий менеджер Департамента администрирования банковских операций","Банки, инвестиции, лизинг Кредитование","АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""BANK RBK""",от 60 000 тг.,2 года стажа,техническое и профессиональное,г. ШЫМКЕНТ / г. Шымкент,полный рабочий день,нормальные,12/2/2020
Кредитный администратор,"менеджер, старший,ведущий менеджер Департамента администрирования банковских операций","Банки, инвестиции, лизинг Кредитование","АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""BANK RBK""",от 60 000 тг.,2 года стажа,техническое и профессиональное,г. ШЫМКЕНТ / г. Шымкент,полный рабочий день,нормальные,12/2/2020
Кредитный администратор,"менеджер, старший,ведущий менеджер Департамента администрирования банковских операций","Банки, инвестиции, лизинг Кредитование","АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""BANK RBK""",от 60 000 тг.,2 года стажа,техническое и профессиональное,г. ШЫМКЕНТ / г. Шымкент,полный рабочий день,нормальные,12/2/2020
Кредитный администратор,"менеджер, старший,ведущий менеджер Департамента администрирования банковских операций","Банки, инвестиции, лизинг Кредитование","АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""BANK RBK""",от 60 000 тг.,2 года стажа,техническое и профессиональное,г. ШЫМКЕНТ / г. Шымкент,полный рабочий день,нормальные,12/2/2020
Кредитный аналитик,специалист по государственным закупкам,"Банки, инвестиции, лизинг Кредитование","Карагандинский филиал Товарищество с ограниченной ответственностью ""Микрофинансовая организация ""Азиатский Кредитный Фонд""",от 60 000 тг.,Без опыта работы,техническое и профессиональное,г. АЛМАТЫ / г. Алматы,полный рабочий день,нормальные,12/2/2020
Кредитный аналитик,специалист по государственным закупкам,"Банки, инвестиции, лизинг Кредитование","Карагандинский филиал Товарищество с ограниченной ответственностью ""Микрофинансовая организация ""Азиатский Кредитный Фонд""",от 60 000 тг.,Без опыта работы,техническое и профессиональное,г. НУР-СУЛТАН / район Есиль,полный рабочий день,нормальные,12/2/2020
Кредитный аналитик,специалист по государственным закупкам,"Банки, инвестиции, лизинг Кредитование","Карагандинский филиал Товарищество с ограниченной ответственностью ""Микрофинансовая организация ""Азиатский Кредитный Фонд""",от 60 000 тг.,Без опыта работы,техническое и профессиональное,"г. Нур-Султан, проспект Мәңгілік Ел, 8, 3 подъезд",полный рабочий день,нормальные,12/2/2020
Кредитный аналитик,специалист по государственным закупкам,"Банки, инвестиции, лизинг Кредитование","Карагандинский филиал Товарищество с ограниченной ответственностью ""Микрофинансовая организация ""Азиатский Кредитный Фонд""",от 60 000 тг.,Без опыта работы,техническое и профессиональное,г. АЛМАТЫ / г. Алматы,полный рабочий день,нормальные,12/2/2020
Кредитный аналитик,специалист по государственным закупкам,"Банки, инвестиции, лизинг Кредитование","Карагандинский филиал Товарищество с ограниченной ответственностью ""Микрофинансовая организация ""Азиатский Кредитный Фонд""",от 60 000 тг.,Без опыта работы,техническое и профессиональное,г. НУР-СУЛТАН / район Есиль,полный рабочий день,нормальные,12/2/2020
Кредитный аналитик,специалист по государственным закупкам,"Банки, инвестиции, лизинг Кредитование","Карагандинский филиал Товарищество с ограниченной ответственностью ""Микрофинансовая организация ""Азиатский Кредитный Фонд""",от 60 000 тг.,Без опыта работы,техническое и профессиональное,"г. Нур-Султан, проспект Мәңгілік Ел, 8, 3 подъезд",полный рабочий день,нормальные,12/2/2020
Инженер по управлению сетями телекоммуникаций,врач клинический фармаколог,"IT, телекоммуникации, связь, электроника Телекоммуникации","Государственное учреждение ""Средняя школа №8 отдела образования акимата города Костаная""",от 208 000 тг.,5 лет стажа,высшее,КОСТАНАЙСКАЯ ОБЛАСТЬ / г. Костанай,полный рабочий день,нормальные,12/3/2020
Оператор-телефонист,,"IT, телекоммуникации, связь, электроника Телекоммуникации","ФИЛИАЛ В ГОРОДЕ НУР-СУЛТАН ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИКРОФИНАНСОВАЯ ОРГАНИЗАЦИЯ ""KMF (КМФ)""",от 60 000 тг.,1 год стажа,высшее,АКМОЛИНСКАЯ ОБЛАСТЬ / Целиноградский район,полный рабочий день,нормальные,12/3/2020
Оператор-телефонист,,"IT, телекоммуникации, связь, электроника Телекоммуникации","ФИЛИАЛ В ГОРОДЕ НУР-СУЛТАН ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИКРОФИНАНСОВАЯ ОРГАНИЗАЦИЯ ""KMF (КМФ)""",от 60 000 тг.,1 год стажа,высшее,АКМОЛИНСКАЯ ОБЛАСТЬ / Целиноградский район,полный рабочий день,нормальные,12/3/2020
Системный администратор,системный администратор,"IT, телекоммуникации, связь, электроника Системная интеграция","Товарищество с ограниченной ответственностью ""VenOil""",от 150 000 тг.,5 лет стажа,высшее,ПАВЛОДАРСКАЯ ОБЛАСТЬ / г. Аксу,полный рабочий день,нормальные,12/3/2020
Системный администратор,системный администратор,"IT, телекоммуникации, связь, электроника Системная интеграция","Товарищество с ограниченной ответственностью ""VenOil""",от 150 000 тг.,5 лет стажа,высшее,ПАВЛОДАРСКАЯ ОБЛАСТЬ / г. Аксу,полный рабочий день,нормальные,12/3/2020
Системный администратор,Системный администратор,"IT, телекоммуникации, связь, электроника Системная интеграция","""ОҢТҮСТІК ЖАРЫҚ ТРАНЗИТ"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",от 115 000 тг.,1 год стажа,высшее,г. АЛМАТЫ / Алмалинский район,полный рабочий день,нормальные,12/3/2020
Системный аналитик,Ведущий экономист по финансовой работе,"IT, телекоммуникации, связь, электроника Системная интеграция","Товарищество с ограниченной ответственностью ""Микрофинансовая организация ""KMF (КМФ)""",от 200 000 тг.,3 года стажа,высшее,КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ / Жалагашский район,полный рабочий день,нормальные,12/3/2020
Системный аналитик,Security Specialist Analyst,"IT, телекоммуникации, связь, электроника Системная интеграция","ПРЕДСТАВИТЕЛЬСТВО ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИЧУНАЙ-КАЗАХСТАН"" В ГОРОДЕ АСТАНА",от 200 000 тг.,3 года стажа,высшее,г. ШЫМКЕНТ / Аль-Фарабийский район,полный рабочий день,нормальные,12/3/2020
Системный аналитик,Главный специалист отдела модернизации процессов,"IT, телекоммуникации, связь, электроника Системная интеграция","Товарищество с ограниченной ответственностью ""Eurasia Group Kazakhstan"" (""Евразия Групп Казахстан"")",от 200 000 тг.,3 года стажа,высшее,АКТЮБИНСКАЯ ОБЛАСТЬ / г. Актобе,полный рабочий день,нормальные,12/3/2020
Системный аналитик,Главный системный аналитик кредитного конвейера,"IT, телекоммуникации, связь, электроника Системная интеграция","Товарищество с ограниченной ответственностью ""Микрофинансовая организация ""KMF (КМФ)""",от 200 000 тг.,3 года стажа,высшее,г. АЛМАТЫ / Медеуский район,полный рабочий день,нормальные,12/3/2020
Системный аналитик,Ведущий экономист по финансовой работе,"IT, телекоммуникации, связь, электроника Системная интеграция","Товарищество с ограниченной ответственностью ""Микрофинансовая организация ""KMF (КМФ)""",от 200 000 тг.,3 года стажа,высшее,АКМОЛИНСКАЯ ОБЛАСТЬ / г. Щучинск,полный рабочий день,нормальные,12/3/2020
Системный аналитик,Главный системный аналитик кредитного конвейера,"IT, телекоммуникации, связь, электроника Системная интеграция","Товарищество с ограниченной ответственностью ""Микрофинансовая организация ""KMF (КМФ)""",от 200 000 тг.,3 года стажа,высшее,г. АЛМАТЫ / Медеуский район,полный рабочий день,нормальные,12/3/2020
Системный администратор информационно-коммуникационных систем,Кредитный аналитик,"IT, телекоммуникации, связь, электроника Сетевые технологии","Коммунальное государственное учреждение ""Региональный центр психологической поддержки и дополнительного образования"" Управления образования акимата Костанайской области",от 180 000 тг.,3 года стажа,техническое и профессиональное,АТЫРАУСКАЯ ОБЛАСТЬ / г. Атырау,полный рабочий день,нормальные,12/3/2020
Системный администратор информационно-коммуникационных систем,Методист - аналитик,"IT, телекоммуникации, связь, электроника Сетевые технологии","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРД ПЛЮС""",от 180 000 тг.,3 года стажа,техническое и профессиональное,г. АЛМАТЫ / г. Алматы,полный рабочий день,нормальные,12/3/2020
Системный администратор информационно-коммуникационных систем,Кредитный аналитик,"IT, телекоммуникации, связь, электроника Сетевые технологии","Коммунальное государственное учреждение ""Региональный центр психологической поддержки и дополнительного образования"" Управления образования акимата Костанайской области",от 180 000 тг.,3 года стажа,техническое и профессиональное,АТЫРАУСКАЯ ОБЛАСТЬ / г. Атырау,полный рабочий день,нормальные,12/3/2020
Системный администратор информационно-коммуникационных систем,Методист - аналитик,"IT, телекоммуникации, связь, электроника Сетевые технологии","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРД ПЛЮС""",от 180 000 тг.,3 года стажа,техническое и профессиональное,г. АЛМАТЫ / г. Алматы,полный рабочий день,нормальные,12/3/2020
Специалист по разработке технической документации (технический писатель),Эксперт Направления розничного бизнеса,"IT, телекоммуникации, связь, электроника Аналитика",РосОпт,от 100 000 тг.,2 года стажа,высшее,г. НУР-СУЛТАН / г. Нур-Султан,вахтовый метод,нормальные,12/3/2020
Специалист по разработке технической документации (технический писатель),Врач общей практики,"IT, телекоммуникации, связь, электроника Аналитика","АКЦИОНЕРНОЕ ОБЩЕСТВО ""FORTEBANK""",от 100 000 тг.,2 года стажа,высшее,ПАВЛОДАРСКАЯ ОБЛАСТЬ / г. Павлодар,вахтовый метод,нормальные,12/3/2020
Специалист по разработке технической документации (технический писатель),-,"IT, телекоммуникации, связь, электроника Аналитика","ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ДЕПАРТАМЕНТ ВНУТРЕННИХ ДЕЛ КОСТАНАЙСКОЙ ОБЛАСТИ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РЕСПУБЛИКИ КАЗАХСТАН""",от 100 000 тг.,2 года стажа,техническое и профессиональное,КОСТАНАЙСКАЯ ОБЛАСТЬ / г. Костанай,вахтовый метод,нормальные,12/3/2020
Специалист по разработке технической документации (технический писатель),главный специалист группы медиа-аналитики,"IT, телекоммуникации, связь, электроника Аналитика","АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""BANK RBK""",от 100 000 тг.,2 года стажа,техническое и профессиональное,"г. Нур-Султан, проспект Мәңгілік Ел, 8, 3 подъезд",вахтовый метод,нормальные,12/3/2020
Специалист по разработке технической документации (технический писатель),главный специалист группы медиа-аналитики,"IT, телекоммуникации, связь, электроника Аналитика","""Оңтүстік Қазақстан медицина академиясы"" акционерлік қоғамы",от 100 000 тг.,2 года стажа,техническое и профессиональное,г. АЛМАТЫ / Бостандыкский район,вахтовый метод,нормальные,12/3/2020
Экономист по бухгалтерскому учету и анализу хозяйственной деятельности,Маркетолог по недвижимости,"Экономика, финансы Экономика, финансы","""АЛМАТЫ ҚАЛАСЫ ҚОҒАМДЫҚ ДЕНСАУЛЫҚ БАСҚАРМАСЫНЫҢ ШАРУАШЫЛЫҚ ЖҮРГІЗУ ҚҰҚЫҒЫНДАҒЫ ""№17 ҚАЛАЛЫҚ ЕМХАНА"" КОММУНАЛДЫҚ МЕМЛЕКЕТТІК КӘСІПОРНЫ",от 70 000 тг.,Без опыта работы,высшее,,полный рабочий день,нормальные,12/3/2020
Экономический аналитик,супервайзер по маркетингу,"Экономика, финансы Экономика, финансы","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""СТЕПНОГОРСКАЯ ТЭЦ""",от 100 000 тг.,2 года стажа,высшее,ЖАМБЫЛСКАЯ ОБЛАСТЬ / Байзакский  район,полный рабочий день,нормальные,12/3/2020
Экономический аналитик,-,"Экономика, финансы Экономика, финансы","Акционерное общество ""Исламский Банк ""Al Hilal""",от 100 000 тг.,2 года стажа,высшее,г. НУР-СУЛТАН / район Есиль,полный рабочий день,нормальные,12/3/2020
Экономический аналитик,"инспектор досудебного взыскания, инспектор по розыску","Экономика, финансы Экономика, финансы","Товарищество с ограниченной ответственностью ""МФО Мега Кредит""",от 100 000 тг.,2 года стажа,высшее,г. ШЫМКЕНТ / Аль-Фарабийский район,полный рабочий день,нормальные,12/3/2020
Экономический аналитик,супервайзер по маркетингу,"Экономика, финансы Экономика, финансы","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""СТЕПНОГОРСКАЯ ТЭЦ""",от 100 000 тг.,2 года стажа,высшее,КАРАГАНДИНСКАЯ ОБЛАСТЬ / Каркаралинский район,полный рабочий день,нормальные,12/3/2020
Экономический аналитик,супервайзер по маркетингу,"Экономика, финансы Экономика, финансы","ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ""СТЕПНОГОРСКАЯ ТЭЦ""",от 100 000 тг.,2 года стажа,высшее,КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ / Жалагашский район,полный рабочий день,нормальные,12/3/2020
Охранник,Диетолог,"Охрана, безопасность, полиция Охрана, безопасность, полиция","Товарищество с ограниченной ответственностью ""Ломбард V Group Finance""",от 50 000 тг.,Без опыта работы,высшее,г. ШЫМКЕНТ / г. Шымкент,полный рабочий день,нормальные,12/3/2020
Охранник,Диетолог,"Охрана, безопасность, полиция Охрана, безопасность, полиция","Товарищество с ограниченной ответственностью ""Ломбард V Group Finance""",от 50 000 тг.,Без опыта работы,высшее,г. ШЫМКЕНТ / г. Шымкент,полный рабочий день,нормальные,12/3/2020
"Преподаватель информатики, колледж",системный администратор,"Образование, наука Преподавание","Филиал акционерного общества ""Транстелеком"" в городе Алматы - ""Алматытранстелеком""",от 85 090 тг.,3 года стажа,высшее,г. АЛМАТЫ / Ауэзовский район,полный рабочий день,нормальные,12/3/2020
Аналитик-маркетолог,Финансовый менеджер с опытом в госзакупе,"Маркетинг, реклама, PR Аналитика","АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""BANK RBK""",от 180 000 тг.,Без опыта работы,высшее,"г. Нур-Султан, проспект Мәңгілік Ел, 8, 3 подъезд",полный рабочий день,нормальные,12/3/2020
Аналитик-маркетолог,-,"Маркетинг, реклама, PR Аналитика","АКЦИОНЕРНОЕ ОБЩЕСТВО ""FORTEBANK""",от 180 000 тг.,Без опыта работы,высшее,ЖАМБЫЛСКАЯ ОБЛАСТЬ / Байзакский  район,полный рабочий день,нормальные,12/3/2020
Аналитик-маркетолог,Главный менеджер Направления корпоративных продаж,"Маркетинг, реклама, PR Аналитика","Акционерное общество ""Исламский Банк ""Al Hilal""",от 180 000 тг.,Без опыта работы,высшее,КЫЗЫЛОРДИНСКАЯ ОБЛАСТЬ / Жалагашский район,полный рабочий день,нормальные,12/3/2020
Аналитик-маркетолог,"Главный специалист, Департамент Корпоративного Банкинга","Маркетинг, реклама, PR Аналитика","Товарищество с ограниченной ответственностью ""ЭМИТИ Интернешнл""",от 180 000 тг.,Без опыта работы,высшее,г. АЛМАТЫ / Медеуский район,полный рабочий день,нормальные,12/3/2020
Аналитик-маркетолог,Финансовый менеджер с опытом в госзакупе,"Маркетинг, реклама, PR Аналитика","АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАНК ""BANK RBK""",от 180 000 тг.,Без опыта работы,высшее,"г. Нур-Султан, проспект Мәңгілік Ел, 8, 3 подъезд",полный рабочий день,нормальные,12/3/2020
Аналитик-маркетолог,"Главный специалист, Департамент Корпоративного Банкинга","Маркетинг, реклама, PR Аналитика","Товарищество с ограниченной ответственностью ""ЭМИТИ Интернешнл""",от 180 000 тг.,Без опыта работы,высшее,г. АЛМАТЫ / Медеуский район,полный рабочий день,нормальные,12/3/2020
